name;nicknames;description;tokens;properties;referrals;history
Liana Kor;['Liana Kor'];"Known as ""Iron"" Liana, her associates in the smuggling business often describe Kor as ""stubborn as a zakkeg, and twice as mean."" Liana Kor often finds herself entangled in conflicts between the Rebel Alliance and the Empire, as she often targets arms shipments for her pirating and smuggling operations. She has no love for either side, and will often attempt to play both sides to get what she wants. This hasn't earned her much respect, but is widely know not to be trifled with, as she lives up to her nickname.";"['known', '``', 'iron', ""''"", 'liana', 'associates', 'smuggling', 'business', 'often', 'describe', 'kor', '``', 'stubborn', 'zakkeg', 'twice', 'means', ""''"", 'liana', 'kor', 'often', 'find', 'entangled', 'conflict', 'rebel', 'alliance', 'empire', 'often', 'target', 'arms', 'shipment', 'pirate', 'smuggling', 'operations', 'love', 'either', 'side', 'often', 'attempt', 'playing', 'side', 'get', 'wanted', ""n't"", 'earned', 'much', 'respect', 'wide', 'knows', 'trifled', 'living', 'nickname']";"{'Locations': ['Nar Shaddaa'], 'Gender': ['Female'], 'species': [""Twi'lek""]}";;
Lieutenant Bolandin;['Lieutenant Bolandin'];A veteran Imperial, Bolandin has long regarded Corporal Han Solo as a troublemaker with a big mouth – and the mudtroopers battling on Mimban have trouble enough as it is. When Solo is turned over to Bolandin as a deserter, he orders stormtroopers to throw him in with “the Beast” – a Wookiee prisoner held in a makeshift prison.;['veteran', 'imperial', 'bolandin', 'long', 'regarded', 'corporal', 'han', 'solo', 'troublemaker', 'big', 'mouth', '–', 'mudtroopers', 'battle', 'mimban', 'trouble', 'enough', 'solo', 'turned', 'bolandin', 'desert', 'order', 'stormtrooper', 'throw', '“', 'beast', '”', '–', 'wookiee', 'prison', 'held', 'makeshift', 'prison'];{'Appearances': ['Solo: A Star Wars Story'], 'Affiliations': ['Galactic Empire'], 'Locations': ['Mimban'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.88m '], 'species': ['Human']};;
Lieutenant Dicer;['Lieutenant Dicer'];One of the rebellion's pilots, Lieutenant Dicer was among the first to try to set up a base on Atollon. Unfortunately for Dicer, the world was not as desolate as believed -- huge spider-like creatures called krykna lived below the surface. After the krykna attacked, all that was left of Dicer was her helmet.;['one', 'rebellion', 'pilot', 'lieutenant', 'dicer', 'among', 'first', 'tried', 'set', 'base', 'atollon', 'unfortunately', 'dicer', 'world', 'desolate', 'believed', 'huge', 'spider-like', 'creature', 'called', 'krykna', 'living', 'surface', 'krykna', 'attack', 'left', 'dicer', 'helmet'];{'Appearances': ['Star Wars Rebels'], 'Affiliations': ['Phoenix Squadron'], 'Gender': ['Female'], 'species': ['Human']};;
Lieutenant Galek;['Lieutenant Galek'];With an ever-present scowl to match the rest of her severe demeanor, First Order flight instructor Lieutenant Galek has little patience for the antics of cadets who fail to follow basic orders. Known for her harsh tactics, on the training field she believes strongly in survival of the fittest, utilizing live fire instead of stun blasts to most effectively approximate real battle situations and doling out firm but fair punishments. In Galek's view, the First Order thrives by culling the weak so only the strongest survive.;['ever-present', 'scowl', 'match', 'rest', 'several', 'demeanor', 'first', 'order', 'flight', 'instructor', 'lieutenant', 'galek', 'little', 'patience', 'antics', 'cadets', 'failed', 'following', 'basic', 'order', 'known', 'harsh', 'tactical', 'training', 'field', 'believed', 'strongly', 'survived', 'fittest', 'utilize', 'living', 'fire', 'instead', 'stun', 'blast', 'effective', 'approximate', 'real', 'battle', 'situation', 'doling', 'firm', 'fair', 'punish', 'galek', 'view', 'first', 'order', 'thrive', 'culling', 'weak', 'strongest', 'survived'];{'Appearances': ['Star Wars Resistance'], 'Affiliations': ['The First Order'], 'Gender': ['Female'], 'species': ['Human']};;
Lieutenant Mitaka;['Lieutenant Mitaka'];A young officer in the First Order Navy, Dopheld Mitaka graduated at the top of his Academy class and received a coveted post aboard the Finalizer. It was a plum assignment Mitaka would sometimes regret, as his duties included telling Kylo Ren of the First Order’s failure to capture the fugitive Resistance droid BB-8.;['young', 'officer', 'first', 'order', 'navy', 'dopheld', 'mitaka', 'graduate', 'top', 'academy', 'class', 'received', 'coveted', 'post', 'aboard', 'final', 'plum', 'assigned', 'mitaka', 'would', 'sometimes', 'regret', 'duty', 'including', 'tell', 'kylo', 'ren', 'first', 'order', 'failure', 'capture', 'fugitive', 'resistance', 'droid', 'bb-8'];{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Affiliations': ['The First Order'], 'Gender': ['Male'], 'species': ['Human'], 'Vehicles': ['Finalizer']};;
Lieutenant Mytus Adema;['Lieutenant Mytus Adema'];Mytus Adema is an ambitious young officer assigned to the Scarif Citadel. He disdains his senior officer, General Ramda, as lazy and overconfident, and hopes to supplant him in the eyes of Director Krennic. Adema sees the Death Star as a welcome symbol of Imperial glory and might.;['mytus', 'adema', 'ambitious', 'young', 'officer', 'assigned', 'scarif', 'citadel', 'disdain', 'senior', 'officer', 'general', 'ramda', 'lazy', 'overconfident', 'hopes', 'supplant', 'eyes', 'director', 'krennic', 'adema', 'see', 'death', 'star', 'welcoming', 'symbol', 'imperial', 'glory', 'might'];{'Appearances': ['Rogue One: A Star Wars Story'], 'Affiliations': ['Galactic Empire'], 'Locations': ['Scarif'], 'Gender': ['Male'], 'species': ['Human']};;
Lindon Javes;['Lindon Javes'];An experienced pilot and instructor, Lindon Javes rose through the ranks of the Rebellion after the destruction of Alderaan by hunting Imperial capital ships. Though he's still a combat pilot at heart, Lindon found he had a knack for command, coordinating several successful missions behind Imperial lines. Now, as the galactic war enters a new phase, Lindon has been given command of his own squadron, and a classified assignment for the New Republic.;['experienced', 'pilot', 'instructor', 'lindon', 'javes', 'rose', 'ranks', 'rebellion', 'destruction', 'alderaan', 'hunting', 'imperial', 'capital', 'ship', 'though', 'still', 'combat', 'pilot', 'heart', 'lindon', 'found', 'knack', 'commander', 'coordinating', 'several', 'success', 'mission', 'behind', 'imperial', 'line', 'galactic', 'wars', 'enter', 'new', 'phase', 'lindon', 'given', 'commander', 'squadron', 'classified', 'assigned', 'new', 'republic'];{};;
Lobot;['Lobot'];Never far from Baron Administrator Lando Calrissian's side was Lobot, Calrissian's aide and Cloud City's computer liaison officer. Lobot is a human male with a shiny, brain-enhancing device wrapped around the back of his skull that allowed him to contact directly with the city's central computer.;['never', 'far', 'baron', 'administrator', 'lando', 'calrissian', 'side', 'lobot', 'calrissian', 'aid', 'cloud', 'city', 'computer', 'liaison', 'officer', 'lobot', 'human', 'male', 'shiny', 'brain-enhancing', 'device', 'wrap', 'around', 'back', 'skull', 'allowed', 'contact', 'directly', 'city', 'central', 'computer'];{'Appearances': ['Star Wars: The Empire Strikes Back (Episode V)'], 'Locations': ['Cloud City'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.75m '], 'species': ['Human'], 'Tool': ['Lobot-Tech Headgear']};;
Loden Greatstorm;['Loden Greatstorm'];Loden is a Twi'lek Jedi Master, and is considered to be one of the best teachers in the Jedi Order. Strong and wise, with a good sense of humor, Loden looks at every moment as a learning experience, always trying to better himself and those around him, especially his Padawans.;"['loden', ""twi'lek"", 'jedi', 'master', 'considered', 'one', 'best', 'teacher', 'jedi', 'order', 'strong', 'wise', 'good', 'sense', 'humor', 'loden', 'looking', 'every', 'moment', 'learned', 'experience', 'always', 'tried', 'better', 'around', 'especially', 'padawan']";{'Appearances': ['Star Wars: The High Republic']};;
Logray;['Logray'];The shaman of the Ewok village, Logray's rituals ensured his tribe remained in harmony with Endor's forest spirits. When a golden god visited his planet, Logray ordered the sacrifice of offworlders in this deity's honor -- only to somehow incur the god's wrath. No one ever said faith was easy.;['shaman', 'ewok', 'village', 'logray', 'ritual', 'ensure', 'tribe', 'remain', 'harmony', 'endor', 'forest', 'spirit', 'golden', 'god', 'visit', 'planet', 'logray', 'order', 'sacrifice', 'offworld', 'deity', 'honor', 'somehow', 'incur', 'god', 'wrath', 'one', 'ever', 'said', 'faithful', 'easy'];{'Appearances': ['Star Wars: Return of the Jedi (Episode VI)'], 'Affiliations': ['Rebel Alliance'], 'Locations': ['Endor', 'Bright Tree Village'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.0m '], 'species': ['Ewok']};;
Lok Durd;['Lok Durd'];Lok Durd was an obese Neimoidian general in the army of the Confederacy of Independent Systems. A flamboyant and heartless weapons developer, some say if Lok Durd could make half the noise on the battlefield that he does in the war room, then the Separatists would have won the war. Durd longed to impress Count Dooku with his battlefield inventions. The Neimoidian general unleashed the Defoliator on the planet Maridun during the Clone Wars.;['lok', 'durd', 'obese', 'neimoidian', 'general', 'army', 'confederacy', 'independent', 'systems', 'flamboyant', 'heartless', 'weapons', 'developed', 'say', 'lok', 'durd', 'could', 'make', 'half', 'noise', 'battlefield', 'wars', 'room', 'separatist', 'would', 'wars', 'durd', 'long', 'impressive', 'count', 'dooku', 'battlefield', 'inventive', 'neimoidian', 'general', 'unleashed', 'defoliator', 'planet', 'maridun', 'clone', 'wars'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Confederacy of Independent Systems'], 'Gender': ['Male'], 'Dimensions': ['Height: 2.11m '], 'species': ['Neimoidian']};;
Lola;['Lola', 'L0-LA59'];A friendly droid that’s a perfect companion, L0-LA59, or Lola, is Princess Leia Organa's constant companion while exploring the grounds of the Royal Palace on Alderaan. Small enough to fit into the 10-year-old Leia's tiny hands or be stowed in a pocket or pouch, Lola can hover for short distances on her own or hop around on retractable legs. Contained in her diminutive shell are helpful tools and devices. However, even the most faithful droid can be reprogrammed to serve a new master.;['friendly', 'droid', 'perfect', 'companion', 'l0-la59', 'lola', 'princess', 'leia', 'organa', 'constant', 'companion', 'explorer', 'ground', 'royal', 'palace', 'alderaan', 'small', 'enough', 'fit', '10-year-old', 'leia', 'tiny', 'hands', 'stowed', 'pocket', 'pouch', 'lola', 'hovered', 'short', 'distance', 'hop', 'around', 'retractable', 'legs', 'contained', 'diminutive', 'shell', 'help', 'tools', 'device', 'however', 'even', 'faithful', 'droid', 'reprogrammed', 'served', 'new', 'master'];{};;
Lolo Purs;['Lolo Purs'];As a Rodian representative in the Galactic Senate, Lolo Purs assisted her mentor, Senator Onaconda Farr. But Lolo felt betrayed by Farr's brief dealings with the Separatists, and hatched a scheme to do away with Uncle Ono.;['rodian', 'representative', 'galactic', 'senator', 'lolo', 'purs', 'assist', 'mentor', 'senator', 'onaconda', 'farr', 'lolo', 'felt', 'betrayed', 'farr', 'brief', 'deal', 'separatist', 'hatching', 'scheming', 'away', 'uncle', 'ono'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic'], 'Locations': ['Rodia'], 'Gender': ['Female'], 'species': ['Rodian'], 'Weapons': ['Blaster Pistol']};;
Lom Pyke;['Lom Pyke'];During the Clone Wars, Lom Pyke was the leader of a syndicate of spice dealers known as the Pykes. Operating out of Oba Diah, they controlled the lucrative trade that delivered spice to the ruling crime families of the lower levels of Coruscant. His spice-stained grin and hands suggested that he was more than just a dealer of the contraband substance. Sensing profit and opportunity to expand his operations, Lom allied his forces with Darth Maul's growing Shadow Collective.;['clone', 'wars', 'lom', 'pyke', 'leader', 'syndicate', 'spice', 'dealer', 'known', 'pyke', 'operations', 'oba', 'diah', 'control', 'lucrative', 'trade', 'deliver', 'spice', 'rule', 'crime', 'family', 'lower', 'levels', 'coruscant', 'spice-stained', 'grin', 'hands', 'suggested', 'dealer', 'contraband', 'substance', 'sense', 'profitable', 'opportunity', 'expand', 'operations', 'lom', 'ally', 'force', 'darth', 'maul', 'growing', 'shadow', 'collective'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Pyke Syndicate'], 'Gender': ['Male'], 'species': ['Pyke'], 'Weapons': ['Blaster Pistol']};;
Lor San Tekka;['Lor San Tekka'];A legendary traveler and explorer, Lor San Tekka was a longtime ally of the New Republic and the Resistance. After the Battle of Endor, San Tekka helped Luke Skywalker recover secret Jedi lore that the Empire had tried to erase. He then retired to live simply on Jakku, where he followed the dictates of the once-forbidden Church of the Force. Leia Organa sent Poe Dameron in search of San Tekka, who gave him a portion of a map revealing Luke’s planet of exile. San Tekka was then killed by Kylo Ren, who sought the same information.;['legendary', 'traveled', 'explorer', 'lor', 'san', 'tekka', 'longtime', 'ally', 'new', 'republic', 'resistance', 'battle', 'endor', 'san', 'tekka', 'help', 'luke', 'skywalker', 'recover', 'secret', 'jedi', 'lore', 'empire', 'tried', 'erase', 'retired', 'living', 'simply', 'jakku', 'following', 'dictates', 'once-forbidden', 'church', 'force', 'leia', 'organa', 'sent', 'poe', 'dameron', 'search', 'san', 'tekka', 'gave', 'portion', 'map', 'revealing', 'luke', 'planet', 'exile', 'san', 'tekka', 'killed', 'kylo', 'ren', 'sought', 'information'];{'Appearances': ['Star Wars: The Force Awakens (Episode VII)'], 'Locations': ['Jakku'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.85m '], 'species': ['Human']};;
Lortha Peel;['Lortha Peel'];In the Workers District of Mos Espa,  Lortha Peel makes a living as a water monger. But among the impoverished, his prices have inspired some of the most desperate citizens to resort to theft.;['workers', 'district', 'mos', 'espa', 'lortha', 'peel', 'make', 'living', 'waters', 'monger', 'among', 'impoverished', 'price', 'inspired', 'desperate', 'citizens', 'resort', 'theft'];{'Appearances': ['The Book of Boba Fett'], 'Locations': ['Mos Espa', 'Tatooine']};;
Lott Dod;['Lott Dod'];To hear Lott Dod tell it, the actions of Nute Gunray did not reflect the true intents of the Trade Federation, which remained loyal to the Galactic Republic. Sure, the Separatist Alliance did use Trade Federation starships and battle droids as part of their fighting forces in the Clone Wars, but this was equipment legitimately purchased in the open market. The Trade Federation was committed to commerce across the entire galaxy, and had no interest in getting caught up in territorial wars, Dodd would say. In truth, the Senator received a healthy income to ensure both sides of the war stay well equipped.;['hearing', 'lott', 'dod', 'tell', 'action', 'nute', 'gunray', 'reflect', 'true', 'intentions', 'trade', 'federation', 'remain', 'loyal', 'galactic', 'republic', 'sure', 'separatist', 'alliance', 'used', 'trade', 'federation', 'starship', 'battle', 'droid', 'part', 'fight', 'force', 'clone', 'wars', 'equipment', 'legitimately', 'purchased', 'opened', 'market', 'trade', 'federation', 'committed', 'commerce', 'across', 'entire', 'galaxy', 'interest', 'get', 'caught', 'territorial', 'wars', 'dodd', 'would', 'say', 'truth', 'senator', 'received', 'healthy', 'income', 'ensure', 'side', 'wars', 'stay', 'well', 'equipment'];{'Appearances': ['Star Wars: The Phantom Menace (Episode I)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Trade Federation', 'Confederacy of Independent Systems'], 'Locations': ['Cato Neimoidia'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.9m '], 'species': ['Neimoidian']};;
